name_cn,dateCST,Typhoon_Category,省
山陀儿,202409270500,非台风,
山陀儿,202409270800,非台风,
山陀儿,202409271100,非台风,
山陀儿,202409271400,非台风,
山陀儿,202409271700,非台风,
山陀儿,202409272000,非台风,
山陀儿,202409272300,非台风,
山陀儿,202409280200,非台风,
山陀儿,202409280500,非台风,
山陀儿,202409280800,非台风,
山陀儿,202409281100,非台风,
山陀儿,202409281400,非台风,
山陀儿,202409281700,非台风,
山陀儿,202409282000,热带低压,
山陀儿,202409282300,热带低压,
山陀儿,202409290200,热带低压,
山陀儿,202409290500,热带低压,
山陀儿,202409290800,热带低压,
山陀儿,202409291100,热带低压,
山陀儿,202409291400,热带低压,
山陀儿,202409291700,热带风暴,
山陀儿,202409292000,热带风暴,
山陀儿,202409292300,强热带风暴,
山陀儿,202409300100,强热带风暴,
山陀儿,202409300200,强热带风暴,
山陀儿,202409300300,强热带风暴,
山陀儿,202409300400,强热带风暴,
山陀儿,202409300500,强热带风暴,
山陀儿,202409300600,强热带风暴,
山陀儿,202409300700,强热带风暴,
山陀儿,202409300800,强热带风暴,
山陀儿,202409300900,强热带风暴,
山陀儿,202409301000,强热带风暴,
山陀儿,202409301100,强热带风暴,
山陀儿,202409301200,强热带风暴,
山陀儿,202409301300,强热带风暴,
山陀儿,202409301400,强热带风暴,
山陀儿,202409301500,强热带风暴,
山陀儿,202409301600,强热带风暴,
山陀儿,202409301700,强热带风暴,
山陀儿,202409301800,强热带风暴,
山陀儿,202409301900,强热带风暴,
山陀儿,202409302000,强热带风暴,
山陀儿,202409302100,强热带风暴,
山陀儿,202409302200,强热带风暴,
山陀儿,202409302300,强热带风暴,
山陀儿,202410010000,强热带风暴,
山陀儿,202410010100,强热带风暴,
山陀儿,202410010200,强热带风暴,
山陀儿,202410010300,强热带风暴,
山陀儿,202410010400,强热带风暴,
山陀儿,202410010500,强热带风暴,
山陀儿,202410010600,强热带风暴,
山陀儿,202410010700,强热带风暴,
飞燕,202409271400,非台风,
飞燕,202409271700,非台风,
飞燕,202409272000,非台风,
飞燕,202409272300,非台风,
飞燕,202409280200,非台风,
飞燕,202409280500,非台风,
飞燕,202409280800,非台风,
飞燕,202409281100,非台风,
飞燕,202409281400,非台风,
飞燕,202409281700,非台风,
飞燕,202409282000,非台风,
飞燕,202409282300,非台风,
飞燕,202409290200,非台风,
飞燕,202409290500,非台风,
飞燕,202409290800,非台风,
飞燕,202409291100,非台风,
飞燕,202409291400,非台风,
飞燕,202409291700,非台风,
飞燕,202409292000,非台风,
飞燕,202409292300,非台风,
飞燕,202409300200,非台风,
飞燕,202409300500,非台风,
飞燕,202409300800,非台风,
飞燕,202409301100,非台风,
飞燕,202409301400,热带低压,
飞燕,202409301700,热带低压,
飞燕,202409302000,热带低压,
飞燕,202409302300,热带低压,
飞燕,202410010200,热带低压,
飞燕,202410010500,热带低压,
西马仑,202409251400,非台风,
西马仑,202409251700,非台风,
西马仑,202409252000,非台风,
西马仑,202409252300,非台风,
西马仑,202409260200,非台风,
西马仑,202409260500,非台风,
西马仑,202409260800,非台风,
西马仑,202409261100,非台风,
苏力,202409171700,非台风,
苏力,202409172000,非台风,
苏力,202409172300,非台风,
苏力,202409180200,非台风,
苏力,202409180500,非台风,
苏力,202409180800,非台风,
苏力,202409181100,非台风,
苏力,202409181400,非台风,
苏力,202409181700,非台风,
苏力,202409182000,非台风,
苏力,202409182300,非台风,
苏力,202409190200,非台风,
苏力,202409190500,非台风,
苏力,202409190800,非台风,
苏力,202409191000,非台风,
苏力,202409191100,非台风,
苏力,202409191200,非台风,
苏力,202409191300,非台风,
苏力,202409191400,非台风,
苏力,202409191700,非台风,
苏力,202409192300,非台风,
普拉桑,202409152000,非台风,
普拉桑,202409152300,非台风,
普拉桑,202409160200,非台风,
普拉桑,202409160500,非台风,
普拉桑,202409160800,非台风,
普拉桑,202409161100,非台风,
普拉桑,202409161400,非台风,
普拉桑,202409161700,非台风,
普拉桑,202409162000,非台风,
普拉桑,202409162300,非台风,
普拉桑,202409170200,非台风,
普拉桑,202409170500,非台风,
普拉桑,202409170800,非台风,
普拉桑,202409171100,非台风,
普拉桑,202409171400,非台风,
普拉桑,202409171700,非台风,
普拉桑,202409172000,非台风,
普拉桑,202409172300,热带低压,
普拉桑,202409180200,热带低压,
普拉桑,202409180500,热带低压,
普拉桑,202409180800,热带低压,
普拉桑,202409181100,热带低压,
普拉桑,202409181400,热带低压,
普拉桑,202409181700,热带低压,
普拉桑,202409182000,热带低压,
普拉桑,202409182300,热带低压,
普拉桑,202409190200,热带低压,
普拉桑,202409190300,热带低压,
普拉桑,202409190400,热带低压,
普拉桑,202409190500,热带低压,
普拉桑,202409190600,热带低压,
普拉桑,202409190700,热带低压,
普拉桑,202409190800,热带低压,
普拉桑,202409190900,热带低压,
普拉桑,202409191000,热带低压,
普拉桑,202409191100,热带低压,
普拉桑,202409191200,热带低压,
普拉桑,202409191300,热带低压,
普拉桑,202409191400,热带低压,
普拉桑,202409191500,热带低压,
普拉桑,202409191600,热带低压,
普拉桑,202409191700,热带低压,
普拉桑,202409191800,热带低压,
普拉桑,202409191900,热带低压,浙江省
普拉桑,202409192000,热带低压,
普拉桑,202409192100,热带低压,
普拉桑,202409192200,热带低压,上海市
普拉桑,202409192300,热带低压,上海市
普拉桑,202409200000,热带低压,上海市
普拉桑,202409200100,热带低压,上海市
普拉桑,202409200200,非台风,江苏省
普拉桑,202409200300,非台风,江苏省
普拉桑,202409200400,非台风,江苏省
普拉桑,202409200500,非台风,江苏省
普拉桑,202409200600,非台风,江苏省
普拉桑,202409200700,非台风,江苏省
普拉桑,202409200800,非台风,江苏省
普拉桑,202409201100,非台风,江苏省
普拉桑,202409201400,非台风,江苏省
普拉桑,202409201700,非台风,江苏省
普拉桑,202409202000,非台风,
普拉桑,202409202300,非台风,
普拉桑,202409210200,非台风,
普拉桑,202409210300,非台风,
普拉桑,202409210400,非台风,
普拉桑,202409210500,热带低压,
普拉桑,202409210600,热带低压,
普拉桑,202409210700,热带低压,
普拉桑,202409210800,非台风,
普拉桑,202409210900,非台风,
普拉桑,202409211000,非台风,
普拉桑,202409211100,非台风,
普拉桑,202409211200,非台风,
普拉桑,202409211300,非台风,
普拉桑,202409211400,非台风,
普拉桑,202409211700,非台风,
贝碧嘉,202409102000,非台风,
贝碧嘉,202409102300,非台风,
贝碧嘉,202409110200,非台风,
贝碧嘉,202409110500,热带低压,
贝碧嘉,202409110800,热带低压,
贝碧嘉,202409111100,热带低压,
贝碧嘉,202409111400,热带低压,
贝碧嘉,202409111700,热带低压,
贝碧嘉,202409112000,热带低压,
贝碧嘉,202409112300,热带低压,
贝碧嘉,202409120200,热带低压,
贝碧嘉,202409120500,热带低压,
贝碧嘉,202409120800,热带低压,
贝碧嘉,202409121100,热带低压,
贝碧嘉,202409121400,热带低压,
贝碧嘉,202409121700,热带低压,
贝碧嘉,202409122000,热带低压,
贝碧嘉,202409122300,热带低压,
贝碧嘉,202409130200,热带低压,
贝碧嘉,202409130500,热带低压,
贝碧嘉,202409130800,热带低压,
贝碧嘉,202409131100,热带低压,
贝碧嘉,202409131400,热带低压,
贝碧嘉,202409131700,热带低压,
贝碧嘉,202409132000,热带低压,
贝碧嘉,202409132300,热带低压,
贝碧嘉,202409140200,热带低压,
贝碧嘉,202409140500,热带低压,
贝碧嘉,202409140800,热带低压,
贝碧嘉,202409141100,热带低压,
贝碧嘉,202409141400,热带低压,
贝碧嘉,202409141700,热带低压,
贝碧嘉,202409142000,热带低压,
贝碧嘉,202409142300,热带低压,
贝碧嘉,202409150200,热带低压,
贝碧嘉,202409150500,热带低压,
贝碧嘉,202409150800,热带风暴,
贝碧嘉,202409151000,热带风暴,
贝碧嘉,202409151100,热带风暴,
贝碧嘉,202409151200,热带风暴,
贝碧嘉,202409151300,热带风暴,
贝碧嘉,202409151400,热带风暴,
贝碧嘉,202409151500,热带风暴,
贝碧嘉,202409151600,热带风暴,
贝碧嘉,202409151700,热带风暴,
贝碧嘉,202409151800,热带风暴,
贝碧嘉,202409151900,热带风暴,
贝碧嘉,202409152000,热带风暴,
贝碧嘉,202409152100,热带风暴,
贝碧嘉,202409152200,热带风暴,
贝碧嘉,202409152300,热带风暴,
贝碧嘉,202409160000,热带风暴,
贝碧嘉,202409160100,热带风暴,
贝碧嘉,202409160200,热带风暴,
贝碧嘉,202409160300,热带风暴,
贝碧嘉,202409160400,热带风暴,
贝碧嘉,202409160500,热带风暴,
贝碧嘉,202409160600,热带风暴,
贝碧嘉,202409160700,热带风暴,
贝碧嘉,202409160800,热带风暴,上海市
贝碧嘉,202409160900,热带风暴,上海市
贝碧嘉,202409161000,热带风暴,上海市
贝碧嘉,202409161100,热带风暴,上海市
贝碧嘉,202409161200,热带风暴,江苏省
贝碧嘉,202409161300,热带风暴,江苏省
贝碧嘉,202409161400,热带低压,江苏省
贝碧嘉,202409161500,热带低压,江苏省
贝碧嘉,202409161600,热带低压,江苏省
贝碧嘉,202409161700,热带低压,江苏省
贝碧嘉,202409161800,热带低压,江苏省
贝碧嘉,202409161900,热带低压,江苏省
贝碧嘉,202409162000,热带低压,江苏省
贝碧嘉,202409162100,热带低压,江苏省
贝碧嘉,202409162200,热带低压,江苏省
贝碧嘉,202409162300,热带低压,江苏省
贝碧嘉,202409170000,热带低压,江苏省
贝碧嘉,202409170100,热带低压,安徽省
贝碧嘉,202409170200,热带低压,安徽省
贝碧嘉,202409170300,非台风,安徽省
贝碧嘉,202409170400,非台风,安徽省
贝碧嘉,202409170500,非台风,安徽省
贝碧嘉,202409170600,非台风,安徽省
贝碧嘉,202409170700,非台风,安徽省
贝碧嘉,202409170800,非台风,安徽省
贝碧嘉,202409170900,非台风,安徽省
贝碧嘉,202409171000,非台风,安徽省
贝碧嘉,202409171100,非台风,安徽省
贝碧嘉,202409171200,非台风,安徽省
贝碧嘉,202409171300,非台风,安徽省
贝碧嘉,202409171400,非台风,安徽省
贝碧嘉,202409171500,非台风,安徽省
贝碧嘉,202409171600,非台风,安徽省
贝碧嘉,202409171700,非台风,安徽省
贝碧嘉,202409172000,非台风,安徽省
贝碧嘉,202409172300,非台风,安徽省
贝碧嘉,202409180200,非台风,安徽省
贝碧嘉,202409180500,非台风,河南省
贝碧嘉,202409180800,非台风,河南省
贝碧嘉,202409181100,非台风,河南省
贝碧嘉,202409181400,非台风,河南省
贝碧嘉,202409181700,非台风,河南省
贝碧嘉,202409182000,非台风,河南省
丽琵,202409051400,非台风,
丽琵,202409051700,非台风,
丽琵,202409052000,非台风,
丽琵,202409052300,非台风,
丽琵,202409060200,非台风,
丽琵,202409060500,非台风,
丽琵,202409060800,非台风,
丽琵,202409062000,非台风,
丽琵,202409070800,非台风,
摩羯,202409011400,非台风,
摩羯,202409011700,非台风,
摩羯,202409012000,非台风,
摩羯,202409012300,非台风,
摩羯,202409020200,非台风,
摩羯,202409020500,非台风,
摩羯,202409020800,非台风,
摩羯,202409021100,非台风,
摩羯,202409021400,非台风,
摩羯,202409021700,非台风,
摩羯,202409022000,非台风,
摩羯,202409022300,非台风,
摩羯,202409030200,非台风,
摩羯,202409030500,非台风,
摩羯,202409030800,热带低压,
摩羯,202409030900,热带低压,
摩羯,202409031000,热带低压,
摩羯,202409031100,热带低压,
摩羯,202409031200,热带低压,
摩羯,202409031300,热带低压,
摩羯,202409031400,热带低压,
摩羯,202409031500,热带低压,
摩羯,202409031600,热带低压,
摩羯,202409031700,热带低压,
摩羯,202409031800,热带低压,
摩羯,202409031900,热带低压,
摩羯,202409032000,热带低压,
摩羯,202409032100,热带低压,
摩羯,202409032200,热带低压,
摩羯,202409032300,热带低压,
摩羯,202409040000,热带低压,
摩羯,202409040100,热带低压,
摩羯,202409040200,热带低压,
摩羯,202409040300,热带低压,
摩羯,202409040400,热带低压,
摩羯,202409040500,热带低压,
摩羯,202409040600,热带低压,
摩羯,202409040700,热带低压,
摩羯,202409040800,热带风暴,
摩羯,202409040900,热带风暴,
摩羯,202409041000,热带风暴,
摩羯,202409041100,热带风暴,
摩羯,202409041300,热带风暴,
摩羯,202409041400,热带风暴,
摩羯,202409041500,热带风暴,
摩羯,202409041600,热带风暴,
摩羯,202409041700,强热带风暴,
摩羯,202409041800,强热带风暴,
摩羯,202409041900,强热带风暴,
摩羯,202409042000,强热带风暴,
摩羯,202409042100,强热带风暴,
摩羯,202409042200,强热带风暴,
摩羯,202409042300,强热带风暴,
摩羯,202409050000,强热带风暴,
摩羯,202409050100,强热带风暴,
摩羯,202409050200,强热带风暴,
摩羯,202409050300,强热带风暴,
摩羯,202409050400,强热带风暴,
摩羯,202409050500,强热带风暴,
摩羯,202409050600,强热带风暴,
摩羯,202409050700,强热带风暴,
摩羯,202409050800,强热带风暴,
摩羯,202409050900,强热带风暴,
摩羯,202409051000,强热带风暴,
摩羯,202409051100,强热带风暴,
摩羯,202409051200,强热带风暴,
摩羯,202409051300,强热带风暴,
摩羯,202409051400,强热带风暴,
摩羯,202409051500,强热带风暴,
摩羯,202409051600,强热带风暴,
摩羯,202409051700,强热带风暴,
摩羯,202409051800,强热带风暴,
摩羯,202409051900,强热带风暴,
摩羯,202409052000,强热带风暴,
摩羯,202409052100,强热带风暴,
摩羯,202409052200,强热带风暴,
摩羯,202409052300,强热带风暴,
摩羯,202409060000,强热带风暴,
摩羯,202409060100,强热带风暴,
摩羯,202409060200,强热带风暴,
摩羯,202409060300,强热带风暴,
摩羯,202409060400,台风,
摩羯,202409060500,台风,
摩羯,202409060600,台风,
摩羯,202409060700,台风,
摩羯,202409060800,台风,
摩羯,202409060900,台风,
摩羯,202409061000,台风,
摩羯,202409061100,台风,
摩羯,202409061200,台风,
摩羯,202409061300,台风,
摩羯,202409061400,台风,
摩羯,202409061500,台风,
摩羯,202409061600,台风,
摩羯,202409061700,强热带风暴,海南省
摩羯,202409061800,强热带风暴,海南省
摩羯,202409061900,强热带风暴,海南省
摩羯,202409062000,强热带风暴,海南省
摩羯,202409062100,强热带风暴,
摩羯,202409062200,强热带风暴,
摩羯,202409062300,强热带风暴,
摩羯,202409070000,强热带风暴,
摩羯,202409070100,强热带风暴,
摩羯,202409070200,强热带风暴,
摩羯,202409070300,强热带风暴,
摩羯,202409070400,强热带风暴,
摩羯,202409070500,强热带风暴,
摩羯,202409070600,强热带风暴,
摩羯,202409070700,强热带风暴,
摩羯,202409070800,强热带风暴,
摩羯,202409070900,强热带风暴,
摩羯,202409071000,强热带风暴,
摩羯,202409071100,强热带风暴,
摩羯,202409071200,强热带风暴,
摩羯,202409071300,强热带风暴,
摩羯,202409071400,强热带风暴,
摩羯,202409071500,强热带风暴,
摩羯,202409071700,强热带风暴,
摩羯,202409072000,热带风暴,
摩羯,202409072300,热带风暴,
摩羯,202409080200,热带低压,
摩羯,202409080500,非台风,
摩羯,202409080800,非台风,
摩羯,202409081100,非台风,
摩羯,202409081400,非台风,
派比安,202407191400,非台风,
派比安,202407191700,非台风,
派比安,202407192000,非台风,
派比安,202407192300,非台风,
派比安,202407200200,非台风,
派比安,202407200500,非台风,
派比安,202407200800,非台风,
派比安,202407201100,非台风,
派比安,202407201400,非台风,
派比安,202407201700,非台风,
派比安,202407202000,非台风,
派比安,202407202300,非台风,
派比安,202407210200,非台风,
派比安,202407210700,非台风,
派比安,202407210800,非台风,
派比安,202407210900,非台风,
派比安,202407211000,非台风,
派比安,202407211100,非台风,
派比安,202407211200,非台风,
派比安,202407211300,非台风,
派比安,202407211400,非台风,
派比安,202407211500,非台风,
派比安,202407211600,非台风,
派比安,202407211700,热带低压,
派比安,202407211800,热带低压,
派比安,202407211900,热带低压,
派比安,202407212000,热带低压,
派比安,202407212100,热带低压,
派比安,202407212200,热带低压,
派比安,202407212300,热带低压,
派比安,202407220000,热带低压,
派比安,202407220100,热带低压,
派比安,202407220200,热带低压,海南省
派比安,202407220300,热带低压,海南省
派比安,202407220400,热带低压,海南省
派比安,202407220500,热带低压,海南省
派比安,202407220600,热带低压,海南省
派比安,202407220700,热带低压,海南省
派比安,202407220800,热带低压,海南省
派比安,202407220900,热带低压,海南省
派比安,202407221000,热带低压,
派比安,202407221100,热带低压,
派比安,202407221200,热带低压,
派比安,202407221300,热带低压,
派比安,202407221400,热带低压,
派比安,202407221500,热带低压,
派比安,202407221600,热带低压,
派比安,202407221700,热带低压,
派比安,202407221800,热带低压,
派比安,202407221900,热带低压,
派比安,202407222000,热带低压,
派比安,202407222100,热带低压,
派比安,202407222200,热带低压,
派比安,202407222300,热带低压,
派比安,202407230000,热带低压,
派比安,202407230100,热带低压,
派比安,202407230200,热带低压,
派比安,202407230300,热带低压,
派比安,202407230400,热带低压,
派比安,202407230500,热带低压,
派比安,202407230600,热带低压,
派比安,202407230700,热带低压,
派比安,202407230800,非台风,
派比安,202407231100,非台风,
派比安,202407231400,非台风,
派比安,202407231700,非台风,
格美,202407192000,非台风,
格美,202407192300,非台风,
格美,202407200200,非台风,
格美,202407200500,非台风,
格美,202407200800,非台风,
格美,202407201100,非台风,
格美,202407201400,非台风,
格美,202407201700,非台风,
格美,202407202000,非台风,
格美,202407202300,非台风,
格美,202407210200,非台风,
格美,202407210500,非台风,
格美,202407210800,非台风,
格美,202407211100,热带低压,
格美,202407211400,热带低压,
格美,202407211700,热带低压,
格美,202407212000,热带低压,
格美,202407212300,热带低压,
格美,202407220200,热带低压,
格美,202407220500,热带低压,
格美,202407220800,热带低压,
格美,202407221100,热带低压,
格美,202407221400,热带低压,
格美,202407221700,热带低压,
格美,202407222000,热带风暴,
格美,202407222300,热带风暴,
格美,202407230200,热带风暴,
格美,202407230500,热带风暴,
格美,202407230800,热带风暴,
格美,202407231100,热带风暴,
格美,202407231400,热带风暴,
格美,202407231700,热带风暴,
格美,202407231800,热带风暴,
格美,202407231900,热带风暴,
格美,202407232000,热带风暴,
格美,202407232100,热带风暴,
格美,202407232200,热带风暴,
格美,202407232300,热带风暴,
格美,202407240000,热带风暴,
格美,202407240100,热带风暴,
格美,202407240200,强热带风暴,
格美,202407240300,强热带风暴,
格美,202407240400,强热带风暴,
格美,202407240500,强热带风暴,
格美,202407240600,强热带风暴,
格美,202407240700,强热带风暴,
格美,202407240800,强热带风暴,
格美,202407240900,强热带风暴,
格美,202407241000,强热带风暴,
格美,202407241100,强热带风暴,
格美,202407241200,强热带风暴,
格美,202407241300,强热带风暴,
格美,202407241400,强热带风暴,
格美,202407241500,强热带风暴,
格美,202407241600,强热带风暴,
格美,202407241700,强热带风暴,
格美,202407241800,强热带风暴,
格美,202407241900,强热带风暴,
格美,202407242000,强热带风暴,
格美,202407242100,强热带风暴,
格美,202407242200,强热带风暴,
格美,202407242300,强热带风暴,
格美,202407250000,强热带风暴,台湾省
格美,202407250100,热带风暴,台湾省
格美,202407250200,热带风暴,台湾省
格美,202407250300,热带风暴,台湾省
格美,202407250400,热带风暴,
格美,202407250500,热带风暴,
格美,202407250600,热带风暴,
格美,202407250700,热带风暴,
格美,202407250800,热带风暴,
格美,202407250900,热带风暴,
格美,202407251000,热带风暴,
格美,202407251100,热带风暴,
格美,202407251200,热带风暴,
格美,202407251300,热带风暴,
格美,202407251400,热带风暴,
格美,202407251500,热带风暴,
格美,202407251600,热带风暴,
格美,202407251700,热带风暴,
格美,202407251800,热带风暴,福建省
格美,202407251900,热带风暴,
格美,202407252000,热带低压,
格美,202407252100,热带低压,
格美,202407252200,热带低压,
格美,202407252300,热带低压,
格美,202407260000,热带低压,
格美,202407260100,热带低压,福建省
格美,202407260200,热带低压,福建省
格美,202407260300,热带低压,福建省
格美,202407260400,热带低压,福建省
格美,202407260500,热带低压,福建省
格美,202407260600,热带低压,福建省
格美,202407260700,热带低压,福建省
格美,202407260800,热带低压,福建省
格美,202407260900,热带低压,福建省
格美,202407261000,热带低压,福建省
格美,202407261100,热带低压,福建省
格美,202407261200,热带低压,福建省
格美,202407261300,热带低压,福建省
格美,202407261400,热带低压,福建省
格美,202407261500,热带低压,福建省
格美,202407261600,热带低压,福建省
格美,202407261700,热带低压,江西省
格美,202407261800,热带低压,江西省
格美,202407261900,非台风,江西省
格美,202407262000,非台风,江西省
格美,202407262100,非台风,江西省
格美,202407262200,非台风,江西省
格美,202407262300,非台风,江西省
格美,202407270000,非台风,江西省
格美,202407270100,非台风,江西省
格美,202407270200,非台风,江西省
格美,202407270300,非台风,江西省
格美,202407270400,非台风,江西省
格美,202407270500,非台风,江西省
格美,202407270600,非台风,江西省
格美,202407270700,非台风,江西省
格美,202407270800,非台风,江西省
格美,202407270900,非台风,江西省
格美,202407271000,非台风,江西省
格美,202407271100,非台风,江西省
格美,202407271200,非台风,江西省
格美,202407271300,非台风,江西省
格美,202407271400,非台风,江西省
格美,202407271500,非台风,江西省
格美,202407271600,非台风,江西省
格美,202407271700,非台风,湖北省
格美,202407271800,非台风,湖北省
格美,202407271900,非台风,湖北省
格美,202407272000,非台风,湖北省
格美,202407272300,非台风,湖北省
格美,202407280200,非台风,湖北省
格美,202407280500,非台风,湖北省
格美,202407281100,非台风,湖南省
