tc_num,name_cn,name_en,dateUTC,dateCST,vmax,grade,latTC,lonTC,mslp,attr
2421,康妮,KONG-REY,202410250000,202410250800,18,热带风暴,13.3,145.3,998,analysis
2421,康妮,KONG-REY,202410250300,202410251100,18,热带风暴,14.0,144.6,998,analysis
2421,康妮,KONG-REY,202410250600,202410251400,18,热带风暴,14.7,143.4,998,analysis
2421,康妮,KONG-REY,202410250900,202410251700,18,热带风暴,15.1,142.5,998,analysis
2421,康妮,KONG-REY,202410251200,202410252000,18,热带风暴,15.3,141.7,998,analysis
2421,康妮,KONG-REY,202410251500,202410252300,18,热带风暴,15.5,140.8,998,analysis
2421,康妮,KONG-REY,202410251800,202410260200,18,热带风暴,16.4,139.6,998,analysis
2421,康妮,KONG-REY,202410252100,202410260500,18,热带风暴,17.2,138.6,998,analysis
2421,康妮,KONG-REY,202410260000,202410260800,18,热带风暴,17.0,137.7,998,analysis
2421,康妮,KONG-REY,202410260300,202410261100,18,热带风暴,16.7,137.1,998,analysis
2421,康妮,KONG-REY,202410260600,202410261400,18,热带风暴,16.7,136.7,998,analysis
2421,康妮,KONG-REY,202410260900,202410261700,18,热带风暴,16.7,135.6,998,analysis
2421,康妮,KONG-REY,202410261200,202410262000,18,热带风暴,16.7,134.7,998,analysis
2421,康妮,KONG-REY,202410261500,202410262300,18,热带风暴,16.7,134.4,998,analysis
2421,康妮,KONG-REY,202410270300,202410271100,18,热带风暴,17.1,132.7,998,forecast
2421,康妮,KONG-REY,202410271500,202410272300,20,热带风暴,17.2,131.1,995,forecast
2421,康妮,KONG-REY,202410280300,202410281100,23,热带风暴,17.3,129.5,990,forecast
2421,康妮,KONG-REY,202410281500,202410282300,25,强热带风暴,17.7,128.4,985,forecast
2421,康妮,KONG-REY,202410290300,202410291100,28,强热带风暴,18.6,127.5,982,forecast
2421,康妮,KONG-REY,202410291500,202410292300,33,台风,20.0,126.7,975,forecast
2421,康妮,KONG-REY,202410301500,202410302300,40,台风,22.4,126.2,960,forecast
2421,康妮,KONG-REY,202410311500,202410312300,45,强台风,26.0,125.9,950,forecast
2420,潭美,TRAMI,202410210900,202410211700,15,热带低压,13.1,129.6,1000,analysis
2420,潭美,TRAMI,202410211200,202410212000,15,热带低压,13.2,129.3,1000,analysis
2420,潭美,TRAMI,202410211500,202410212300,15,热带低压,13.4,128.7,1000,analysis
2420,潭美,TRAMI,202410211800,202410220200,18,热带风暴,13.5,128.1,998,analysis
2420,潭美,TRAMI,202410212100,202410220500,18,热带风暴,13.6,127.6,998,analysis
2420,潭美,TRAMI,202410220000,202410220800,18,热带风暴,13.9,127.5,998,analysis
2420,潭美,TRAMI,202410220300,202410221100,18,热带风暴,14.1,127.0,998,analysis
2420,潭美,TRAMI,202410220600,202410221400,18,热带风暴,14.3,126.5,998,analysis
2420,潭美,TRAMI,202410220900,202410221700,18,热带风暴,14.5,126.1,998,analysis
2420,潭美,TRAMI,202410221200,202410222000,18,热带风暴,14.6,125.9,998,analysis
2420,潭美,TRAMI,202410221500,202410222300,18,热带风暴,14.9,125.6,998,analysis
2420,潭美,TRAMI,202410221800,202410230200,18,热带风暴,15.0,125.4,998,analysis
2420,潭美,TRAMI,202410222100,202410230500,23,热带风暴,15.3,124.6,990,analysis
2420,潭美,TRAMI,202410230000,202410230800,23,热带风暴,15.7,124.4,990,analysis
2420,潭美,TRAMI,202410230300,202410231100,23,热带风暴,15.8,124.3,990,analysis
2420,潭美,TRAMI,202410230600,202410231400,23,热带风暴,16.0,123.7,990,analysis
2420,潭美,TRAMI,202410230900,202410231700,25,强热带风暴,16.6,123.2,985,analysis
2420,潭美,TRAMI,202410231200,202410232000,25,强热带风暴,16.8,123.0,985,analysis
2420,潭美,TRAMI,202410231500,202410232300,25,强热带风暴,17.1,122.7,985,analysis
2420,潭美,TRAMI,202410231800,202410240200,25,强热带风暴,17.3,122.3,985,analysis
2420,潭美,TRAMI,202410232100,202410240500,25,强热带风暴,17.3,121.6,985,analysis
2420,潭美,TRAMI,202410240000,202410240800,23,热带风暴,17.2,121.2,990,analysis
2420,潭美,TRAMI,202410240300,202410241100,23,热带风暴,17.0,120.9,990,analysis
2420,潭美,TRAMI,202410240600,202410241400,23,热带风暴,17.0,120.4,990,analysis
2420,潭美,TRAMI,202410240900,202410241700,23,热带风暴,17.0,120.2,990,analysis
2420,潭美,TRAMI,202410241200,202410242000,23,热带风暴,16.9,120.0,990,analysis
2420,潭美,TRAMI,202410241500,202410242300,23,热带风暴,16.9,119.8,990,analysis
2420,潭美,TRAMI,202410241800,202410250200,23,热带风暴,16.9,119.5,990,analysis
2420,潭美,TRAMI,202410242100,202410250500,23,热带风暴,17.0,119.2,990,analysis
2420,潭美,TRAMI,202410250000,202410250800,25,强热带风暴,17.2,118.8,985,analysis
2420,潭美,TRAMI,202410250100,202410250900,25,强热带风暴,17.3,118.6,985,analysis
2420,潭美,TRAMI,202410250200,202410251000,25,强热带风暴,17.4,118.4,985,analysis
2420,潭美,TRAMI,202410250300,202410251100,25,强热带风暴,17.6,118.0,985,analysis
2420,潭美,TRAMI,202410250400,202410251200,25,强热带风暴,17.6,117.9,985,analysis
2420,潭美,TRAMI,202410250500,202410251300,25,强热带风暴,17.6,117.6,985,analysis
2420,潭美,TRAMI,202410250600,202410251400,28,强热带风暴,17.6,117.3,982,analysis
2420,潭美,TRAMI,202410250700,202410251500,28,强热带风暴,17.6,116.9,982,analysis
2420,潭美,TRAMI,202410250800,202410251600,28,强热带风暴,17.6,116.8,982,analysis
2420,潭美,TRAMI,202410250900,202410251700,28,强热带风暴,17.6,116.5,982,analysis
2420,潭美,TRAMI,202410251000,202410251800,28,强热带风暴,17.6,116.4,982,analysis
2420,潭美,TRAMI,202410251100,202410251900,28,强热带风暴,17.6,116.2,982,analysis
2420,潭美,TRAMI,202410251200,202410252000,28,强热带风暴,17.6,115.9,982,analysis
2420,潭美,TRAMI,202410251300,202410252100,28,强热带风暴,17.5,115.8,982,analysis
2420,潭美,TRAMI,202410251400,202410252200,28,强热带风暴,17.5,115.6,982,analysis
2420,潭美,TRAMI,202410251500,202410252300,28,强热带风暴,17.5,115.4,982,analysis
2420,潭美,TRAMI,202410251600,202410260000,28,强热带风暴,17.5,115.2,982,analysis
2420,潭美,TRAMI,202410251700,202410260100,28,强热带风暴,17.5,115.0,982,analysis
2420,潭美,TRAMI,202410251800,202410260200,30,强热带风暴,17.5,114.8,980,analysis
2420,潭美,TRAMI,202410251900,202410260300,30,强热带风暴,17.5,114.6,980,analysis
2420,潭美,TRAMI,202410252000,202410260400,30,强热带风暴,17.5,114.4,980,analysis
2420,潭美,TRAMI,202410252100,202410260500,30,强热带风暴,17.4,114.1,980,analysis
2420,潭美,TRAMI,202410252200,202410260600,30,强热带风暴,17.4,113.9,980,analysis
2420,潭美,TRAMI,202410252300,202410260700,30,强热带风暴,17.4,113.6,980,analysis
2420,潭美,TRAMI,202410260000,202410260800,30,强热带风暴,17.2,113.3,980,analysis
2420,潭美,TRAMI,202410260100,202410260900,30,强热带风暴,17.1,113.2,980,analysis
2420,潭美,TRAMI,202410260200,202410261000,30,强热带风暴,17.1,113.0,980,analysis
2420,潭美,TRAMI,202410260300,202410261100,33,台风,17.1,112.7,975,analysis
2420,潭美,TRAMI,202410260400,202410261200,33,台风,17.0,112.5,975,analysis
2420,潭美,TRAMI,202410260500,202410261300,33,台风,16.9,112.2,972,analysis
2420,潭美,TRAMI,202410260600,202410261400,33,台风,16.9,111.9,970,analysis
2420,潭美,TRAMI,202410260700,202410261500,33,台风,16.9,111.7,970,analysis
2420,潭美,TRAMI,202410260800,202410261600,33,台风,16.9,111.5,970,analysis
2420,潭美,TRAMI,202410260900,202410261700,33,台风,16.9,111.2,970,analysis
2420,潭美,TRAMI,202410261000,202410261800,33,台风,16.9,111.0,970,analysis
2420,潭美,TRAMI,202410261100,202410261900,33,台风,16.9,110.8,970,analysis
2420,潭美,TRAMI,202410261200,202410262000,33,台风,16.9,110.6,970,analysis
2420,潭美,TRAMI,202410261300,202410262100,30,强热带风暴,16.9,110.4,980,analysis
2420,潭美,TRAMI,202410261400,202410262200,30,强热带风暴,16.9,110.2,980,analysis
2420,潭美,TRAMI,202410261500,202410262300,28,强热带风暴,16.8,110.0,982,analysis
2420,潭美,TRAMI,202410261600,202410270000,28,强热带风暴,16.8,109.9,982,analysis
2420,潭美,TRAMI,202410262200,202410270600,25,强热带风暴,16.6833,108.85,990,forecast
2420,潭美,TRAMI,202410270400,202410271200,23,热带风暴,16.5,108.1167,995,forecast
2420,潭美,TRAMI,202410271000,202410271800,20,热带风暴,15.9667,108.3,998,forecast
2420,潭美,TRAMI,202410271600,202410280000,18,热带风暴,15.8083,108.8417,998,forecast
2420,潭美,TRAMI,202410280400,202410281200,15,热带低压,15.9083,109.3417,1000,forecast
2419,百里嘉,BARIJAT,202410090600,202410091400,18,热带风暴,27.5,149.5,998,analysis
2419,百里嘉,BARIJAT,202410090900,202410091700,18,热带风暴,28.3,149.3,998,analysis
2419,百里嘉,BARIJAT,202410091200,202410092000,18,热带风暴,29.7,149.3,998,analysis
2419,百里嘉,BARIJAT,202410091500,202410092300,18,热带风暴,30.4,149.2,998,analysis
2419,百里嘉,BARIJAT,202410091800,202410100200,18,热带风暴,31.2,149.3,998,analysis
2419,百里嘉,BARIJAT,202410092100,202410100500,18,热带风暴,31.8,149.7,998,analysis
2419,百里嘉,BARIJAT,202410100000,202410100800,18,热带风暴,32.4,150.1,998,analysis
2419,百里嘉,BARIJAT,202410100300,202410101100,18,热带风暴,33.1,150.5,998,analysis
2419,百里嘉,BARIJAT,202410100600,202410101400,18,热带风暴,34.2,151.0,998,analysis
2419,百里嘉,BARIJAT,202410100900,202410101700,18,热带风暴,35.2,151.4,998,analysis
2419,百里嘉,BARIJAT,202410101200,202410102000,18,热带风暴,36.3,152.2,998,analysis
2419,百里嘉,BARIJAT,202410110000,202410110800,18,热带风暴,41.4,153.2,998,forecast
2419,百里嘉,BARIJAT,202410111200,202410112000,20,热带风暴,46.1,153.6,995,forecast
2418,山陀儿,KRATHON,202409262100,202409270500,15,热带低压,21.3,126.7,1002,analysis
2418,山陀儿,KRATHON,202409270000,202409270800,15,热带低压,21.1,126.7,1002,analysis
2418,山陀儿,KRATHON,202409270300,202409271100,15,热带低压,21.1,126.7,1002,analysis
2418,山陀儿,KRATHON,202409270600,202409271400,15,热带低压,20.8,126.5,1002,analysis
2418,山陀儿,KRATHON,202409270900,202409271700,15,热带低压,20.5,126.4,1002,analysis
2418,山陀儿,KRATHON,202409271200,202409272000,15,热带低压,20.2,126.3,1002,analysis
2418,山陀儿,KRATHON,202409271500,202409272300,15,热带低压,19.7,126.1,1002,analysis
2418,山陀儿,KRATHON,202409271800,202409280200,15,热带低压,19.3,125.9,1002,analysis
2418,山陀儿,KRATHON,202409272100,202409280500,15,热带低压,19.1,125.8,1002,analysis
2418,山陀儿,KRATHON,202409280000,202409280800,18,热带风暴,18.6,125.4,1000,analysis
2418,山陀儿,KRATHON,202409280300,202409281100,18,热带风暴,18.8,125.8,1000,analysis
2418,山陀儿,KRATHON,202409280600,202409281400,20,热带风暴,18.7,125.4,995,analysis
2418,山陀儿,KRATHON,202409280900,202409281700,20,热带风暴,18.7,125.2,995,analysis
2418,山陀儿,KRATHON,202409281200,202409282000,23,热带风暴,18.7,125.2,990,analysis
2418,山陀儿,KRATHON,202409281500,202409282300,23,热带风暴,18.5,125.0,990,analysis
2418,山陀儿,KRATHON,202409281800,202409290200,25,强热带风暴,18.6,124.7,985,analysis
2418,山陀儿,KRATHON,202409282100,202409290500,25,强热带风暴,18.7,124.3,985,analysis
2418,山陀儿,KRATHON,202409290000,202409290800,28,强热带风暴,18.7,124.3,982,analysis
2418,山陀儿,KRATHON,202409290300,202409291100,33,台风,19.0,124.2,975,analysis
2418,山陀儿,KRATHON,202409290600,202409291400,33,台风,19.4,123.9,975,analysis
2418,山陀儿,KRATHON,202409290900,202409291700,38,台风,19.5,123.5,965,analysis
2418,山陀儿,KRATHON,202409291200,202409292000,42,强台风,19.8,123.1,955,analysis
2418,山陀儿,KRATHON,202409291500,202409292300,48,强台风,19.8,122.7,945,analysis
2418,山陀儿,KRATHON,202409291700,202409300100,48,强台风,19.8,122.5,945,analysis
2418,山陀儿,KRATHON,202409291800,202409300200,52,超强台风,19.9,122.4,935,analysis
2418,山陀儿,KRATHON,202409291900,202409300300,52,超强台风,19.9,122.4,935,analysis
2418,山陀儿,KRATHON,202409292000,202409300400,52,超强台风,19.9,122.3,935,analysis
2418,山陀儿,KRATHON,202409292100,202409300500,52,超强台风,19.9,122.3,935,analysis
2418,山陀儿,KRATHON,202409292200,202409300600,52,超强台风,19.9,122.2,935,analysis
2418,山陀儿,KRATHON,202409292300,202409300700,52,超强台风,20.0,122.2,935,analysis
2418,山陀儿,KRATHON,202409300000,202409300800,52,超强台风,20.0,122.1,935,analysis
2418,山陀儿,KRATHON,202409300100,202409300900,52,超强台风,20.1,122.0,935,analysis
2418,山陀儿,KRATHON,202409300200,202409301000,52,超强台风,20.1,121.9,935,analysis
2418,山陀儿,KRATHON,202409300300,202409301100,52,超强台风,20.2,121.7,935,analysis
2418,山陀儿,KRATHON,202409300400,202409301200,52,超强台风,20.3,121.6,935,analysis
2418,山陀儿,KRATHON,202409300500,202409301300,52,超强台风,20.4,121.4,935,analysis
2418,山陀儿,KRATHON,202409300600,202409301400,55,超强台风,20.4,121.3,930,analysis
2418,山陀儿,KRATHON,202409300700,202409301500,55,超强台风,20.5,121.1,930,analysis
2418,山陀儿,KRATHON,202409300800,202409301600,55,超强台风,20.5,121.0,930,analysis
2418,山陀儿,KRATHON,202409300900,202409301700,55,超强台风,20.5,120.9,930,analysis
2418,山陀儿,KRATHON,202409301000,202409301800,55,超强台风,20.5,120.7,930,analysis
2418,山陀儿,KRATHON,202409301100,202409301900,55,超强台风,20.5,120.7,930,analysis
2418,山陀儿,KRATHON,202409301200,202409302000,55,超强台风,20.5,120.6,930,analysis
2418,山陀儿,KRATHON,202409301300,202409302100,55,超强台风,20.5,120.5,930,analysis
2418,山陀儿,KRATHON,202409301400,202409302200,55,超强台风,20.5,120.4,930,analysis
2418,山陀儿,KRATHON,202409301500,202409302300,58,超强台风,20.5,120.3,925,analysis
2418,山陀儿,KRATHON,202409301600,202410010000,58,超强台风,20.6,120.2,925,analysis
2418,山陀儿,KRATHON,202409301700,202410010100,58,超强台风,20.6,120.1,925,analysis
2418,山陀儿,KRATHON,202409301800,202410010200,60,超强台风,20.6,120.0,920,analysis
2418,山陀儿,KRATHON,202409301900,202410010300,60,超强台风,20.6,120.0,920,analysis
2418,山陀儿,KRATHON,202409302000,202410010400,60,超强台风,20.6,119.9,920,analysis
2418,山陀儿,KRATHON,202409302100,202410010500,60,超强台风,20.6,119.8,920,analysis
2418,山陀儿,KRATHON,202409302200,202410010600,60,超强台风,20.6,119.8,920,analysis
2418,山陀儿,KRATHON,202409302300,202410010700,60,超强台风,20.6,119.7,920,analysis
2418,山陀儿,KRATHON,202410010000,202410010800,60,超强台风,20.7,119.6,920,analysis
2418,山陀儿,KRATHON,202410010100,202410010900,60,超强台风,20.7,119.6,920,analysis
2418,山陀儿,KRATHON,202410010200,202410011000,60,超强台风,20.7,119.6,920,analysis
2418,山陀儿,KRATHON,202410010300,202410011100,60,超强台风,20.7,119.5,920,analysis
2418,山陀儿,KRATHON,202410010400,202410011200,60,超强台风,20.7,119.5,920,analysis
2418,山陀儿,KRATHON,202410010500,202410011300,60,超强台风,20.8,119.5,920,analysis
2418,山陀儿,KRATHON,202410010600,202410011400,60,超强台风,20.9,119.5,920,analysis
2418,山陀儿,KRATHON,202410010700,202410011500,60,超强台风,20.9,119.5,920,analysis
2418,山陀儿,KRATHON,202410010800,202410011600,60,超强台风,21.0,119.5,920,analysis
2418,山陀儿,KRATHON,202410010900,202410011700,55,超强台风,21.0,119.5,930,analysis
2418,山陀儿,KRATHON,202410011000,202410011800,55,超强台风,21.1,119.5,930,analysis
2418,山陀儿,KRATHON,202410011100,202410011900,55,超强台风,21.2,119.5,930,analysis
2418,山陀儿,KRATHON,202410011200,202410012000,52,超强台风,21.3,119.4,935,analysis
2418,山陀儿,KRATHON,202410011300,202410012100,52,超强台风,21.3,119.4,935,analysis
2418,山陀儿,KRATHON,202410011400,202410012200,52,超强台风,21.3,119.4,935,analysis
2418,山陀儿,KRATHON,202410011500,202410012300,50,强台风,21.4,119.3,940,analysis
2418,山陀儿,KRATHON,202410011600,202410020000,50,强台风,21.4,119.3,940,analysis
2418,山陀儿,KRATHON,202410011700,202410020100,50,强台风,21.5,119.2,940,analysis
2418,山陀儿,KRATHON,202410011800,202410020200,50,强台风,21.5,119.2,940,analysis
2418,山陀儿,KRATHON,202410011900,202410020300,50,强台风,21.5,119.2,940,analysis
2418,山陀儿,KRATHON,202410012000,202410020400,48,强台风,21.5,119.2,945,analysis
2418,山陀儿,KRATHON,202410012100,202410020500,48,强台风,21.5,119.2,945,analysis
2418,山陀儿,KRATHON,202410012200,202410020600,48,强台风,21.5,119.2,945,analysis
2418,山陀儿,KRATHON,202410012300,202410020700,48,强台风,21.6,119.3,945,analysis
2418,山陀儿,KRATHON,202410020000,202410020800,48,强台风,21.6,119.3,945,analysis
2418,山陀儿,KRATHON,202410020100,202410020900,48,强台风,21.7,119.4,945,analysis
2418,山陀儿,KRATHON,202410020200,202410021000,48,强台风,21.7,119.4,945,analysis
2418,山陀儿,KRATHON,202410020300,202410021100,48,强台风,21.8,119.4,945,analysis
2418,山陀儿,KRATHON,202410020400,202410021200,48,强台风,21.8,119.4,945,analysis
2418,山陀儿,KRATHON,202410020500,202410021300,48,强台风,21.8,119.4,945,analysis
2418,山陀儿,KRATHON,202410020600,202410021400,48,强台风,21.9,119.4,945,analysis
2418,山陀儿,KRATHON,202410020700,202410021500,48,强台风,21.9,119.4,945,analysis
2418,山陀儿,KRATHON,202410020800,202410021600,48,强台风,21.9,119.4,945,analysis
2418,山陀儿,KRATHON,202410020900,202410021700,45,强台风,22.0,119.5,950,analysis
2418,山陀儿,KRATHON,202410021000,202410021800,45,强台风,22.0,119.5,950,analysis
2418,山陀儿,KRATHON,202410021100,202410021900,45,强台风,22.0,119.5,950,analysis
2418,山陀儿,KRATHON,202410021200,202410022000,45,强台风,22.0,119.5,950,analysis
2418,山陀儿,KRATHON,202410021300,202410022100,45,强台风,22.1,119.5,950,analysis
2418,山陀儿,KRATHON,202410021400,202410022200,45,强台风,22.1,119.5,950,analysis
2418,山陀儿,KRATHON,202410021500,202410022300,45,强台风,22.1,119.6,950,analysis
2418,山陀儿,KRATHON,202410021600,202410030000,45,强台风,22.1,119.6,950,analysis
2418,山陀儿,KRATHON,202410021700,202410030100,45,强台风,22.2,119.6,950,analysis
2418,山陀儿,KRATHON,202410021800,202410030200,42,强台风,22.2,119.7,955,analysis
2418,山陀儿,KRATHON,202410021900,202410030300,42,强台风,22.2,119.8,955,analysis
2418,山陀儿,KRATHON,202410022000,202410030400,42,强台风,22.2,119.9,955,analysis
2418,山陀儿,KRATHON,202410022100,202410030500,40,台风,22.2,119.9,960,analysis
2418,山陀儿,KRATHON,202410022200,202410030600,40,台风,22.2,120.0,960,analysis
2418,山陀儿,KRATHON,202410022300,202410030700,40,台风,22.2,120.0,960,analysis
2418,山陀儿,KRATHON,202410030000,202410030800,40,台风,22.3,120.0,960,analysis
2418,山陀儿,KRATHON,202410030100,202410030900,38,台风,22.3,120.1,965,analysis
2418,山陀儿,KRATHON,202410030200,202410031000,38,台风,22.4,120.1,965,analysis
2418,山陀儿,KRATHON,202410030300,202410031100,38,台风,22.4,120.2,965,analysis
2418,山陀儿,KRATHON,202410030400,202410031200,38,台风,22.4,120.3,965,analysis
2418,山陀儿,KRATHON,202410030500,202410031300,38,台风,22.5,120.4,965,analysis
2418,山陀儿,KRATHON,202410030600,202410031400,38,台风,22.6,120.4,965,analysis
2418,山陀儿,KRATHON,202410030700,202410031500,38,台风,22.6,120.4,965,analysis
2418,山陀儿,KRATHON,202410030800,202410031600,35,台风,22.7,120.5,970,analysis
2418,山陀儿,KRATHON,202410030900,202410031700,33,台风,22.7,120.5,975,analysis
2418,山陀儿,KRATHON,202410031000,202410031800,33,台风,22.7,120.5,975,analysis
2418,山陀儿,KRATHON,202410031100,202410031900,33,台风,22.7,120.5,975,analysis
2418,山陀儿,KRATHON,202410031200,202410032000,30,强热带风暴,22.7,120.5,980,analysis
2418,山陀儿,KRATHON,202410031300,202410032100,30,强热带风暴,22.6,120.5,980,analysis
2418,山陀儿,KRATHON,202410031400,202410032200,25,强热带风暴,22.6,120.6,985,analysis
2418,山陀儿,KRATHON,202410031500,202410032300,23,热带风暴,22.6,120.6,990,analysis
2418,山陀儿,KRATHON,202410031600,202410040000,20,热带风暴,22.7,120.6,995,analysis
2418,山陀儿,KRATHON,202410031700,202410040100,18,热带风暴,22.7,120.6,998,analysis
2418,山陀儿,KRATHON,202410031800,202410040200,15,热带低压,22.7,120.6,1000,analysis
2417,飞燕,JEBI,202409270600,202409271400,18,热带风暴,18.2,145.0,998,analysis
2417,飞燕,JEBI,202409270900,202409271700,18,热带风暴,18.3,144.9,998,analysis
2417,飞燕,JEBI,202409271200,202409272000,18,热带风暴,18.4,144.8,998,analysis
2417,飞燕,JEBI,202409271500,202409272300,18,热带风暴,18.5,144.7,998,analysis
2417,飞燕,JEBI,202409271800,202409280200,18,热带风暴,18.7,144.5,998,analysis
2417,飞燕,JEBI,202409272100,202409280500,20,热带风暴,19.0,144.3,995,analysis
2417,飞燕,JEBI,202409280000,202409280800,18,热带风暴,19.8,143.5,998,analysis
2417,飞燕,JEBI,202409280300,202409281100,18,热带风暴,20.3,143.1,998,analysis
2417,飞燕,JEBI,202409280600,202409281400,18,热带风暴,20.6,142.7,998,analysis
2417,飞燕,JEBI,202409280900,202409281700,18,热带风暴,20.9,142.3,998,analysis
2417,飞燕,JEBI,202409281200,202409282000,18,热带风暴,21.6,142.0,998,analysis
2417,飞燕,JEBI,202409281500,202409282300,18,热带风暴,21.8,141.7,998,analysis
2417,飞燕,JEBI,202409281800,202409290200,18,热带风暴,22.2,141.5,998,analysis
2417,飞燕,JEBI,202409282100,202409290500,18,热带风暴,22.2,141.5,998,analysis
2417,飞燕,JEBI,202409290000,202409290800,18,热带风暴,22.6,141.2,998,analysis
2417,飞燕,JEBI,202409290300,202409291100,18,热带风暴,23.2,141.2,998,analysis
2417,飞燕,JEBI,202409290600,202409291400,18,热带风暴,24.0,141.4,998,analysis
2417,飞燕,JEBI,202409290900,202409291700,20,热带风暴,24.5,141.4,995,analysis
2417,飞燕,JEBI,202409291200,202409292000,20,热带风暴,24.6,141.4,995,analysis
2417,飞燕,JEBI,202409291500,202409292300,20,热带风暴,24.7,141.1,995,analysis
2417,飞燕,JEBI,202409291800,202409300200,20,热带风暴,25.0,141.0,995,analysis
2417,飞燕,JEBI,202409292100,202409300500,20,热带风暴,25.5,140.9,995,analysis
2417,飞燕,JEBI,202409300000,202409300800,20,热带风暴,25.9,140.5,995,analysis
2417,飞燕,JEBI,202409300300,202409301100,20,热带风暴,26.3,140.5,995,analysis
2417,飞燕,JEBI,202409300600,202409301400,23,热带风暴,27.6,140.6,990,analysis
2417,飞燕,JEBI,202409300900,202409301700,23,热带风暴,28.4,140.7,990,analysis
2417,飞燕,JEBI,202409301200,202409302000,23,热带风暴,29.0,140.8,990,analysis
2417,飞燕,JEBI,202409301500,202409302300,23,热带风暴,29.7,141.0,990,analysis
2417,飞燕,JEBI,202409301800,202410010200,23,热带风暴,30.4,141.3,990,analysis
2417,飞燕,JEBI,202409302100,202410010500,25,强热带风暴,31.6,141.4,985,analysis
2417,飞燕,JEBI,202410010000,202410010800,25,强热带风暴,32.6,141.4,985,analysis
2417,飞燕,JEBI,202410010300,202410011100,25,强热带风暴,33.7,141.7,985,analysis
2417,飞燕,JEBI,202410010600,202410011400,25,强热带风暴,34.6,142.2,985,analysis
2417,飞燕,JEBI,202410010900,202410011700,25,强热带风暴,35.4,142.7,985,analysis
2417,飞燕,JEBI,202410011200,202410012000,25,强热带风暴,36.8,143.8,985,analysis
2417,飞燕,JEBI,202410011500,202410012300,25,强热带风暴,38.0,144.4,985,analysis
2417,飞燕,JEBI,202410020300,202410021100,23,热带风暴,42.9,149.9,985,forecast
2416,西马仑,CIMARON,202409250600,202409251400,18,热带风暴,28.1,133.9,1002,analysis
2416,西马仑,CIMARON,202409250900,202409251700,18,热带风暴,28.1,133.5,1002,analysis
2416,西马仑,CIMARON,202409251200,202409252000,18,热带风暴,28.1,133.3,1002,analysis
2416,西马仑,CIMARON,202409251500,202409252300,18,热带风暴,28.0,133.1,1002,analysis
2416,西马仑,CIMARON,202409251800,202409260200,18,热带风暴,28.0,132.9,1002,analysis
2416,西马仑,CIMARON,202409252100,202409260500,18,热带风暴,28.0,132.7,1002,analysis
2416,西马仑,CIMARON,202409260000,202409260800,18,热带风暴,28.3,132.4,1002,analysis
2416,西马仑,CIMARON,202409260300,202409261100,16,热带低压,28.3,132.2,1003,analysis
